T25	B-Entity	0	11	Calcineurin	Calcineurin	B-NP	NN	B-protein	2	SUB	B-protein
O	O	379	380	.	.	O	.	O	22	P	O

O	O	381	384	The	The	B-NP	DT	O	2	NMOD	O
O	O	385	395	expression	expression	I-NP	NN	O	11	SUB	O
O	O	396	398	of	of	B-PP	IN	O	2	NMOD	O
T6	B-Protein	399	401	GM	GM	B-NP	NNP	O	3	PMOD	O
T6	I-Protein	401	402	-	-	B-NP	HYPH	O	9	P	O
T6	I-Protein	402	405	CSF	CSF	I-NP	NN	B-protein	9	NMOD	B-protein
O	O	406	409	and	and	I-NP	CC	O	9	NMOD	O
T7	B-Protein	410	412	IL	IL	I-NP	NN	B-protein	9	NMOD	B-protein
T7	I-Protein	412	413	-	-	O	HYPH	I-protein	4	NMOD	I-protein
T7	I-Protein	413	414	2	2	B-NP	CD	I-protein	4	NMOD	I-protein
O	O	415	417	is	be	B-VP	VBZ	O	0	ROOT	O
O	O	418	427	inhibited	inhibit	I-VP	VBN	O	11	VC	O
O	O	428	430	by	by	B-PP	IN	O	12	VMOD	O
O	O	431	448	immunosuppressive	immunosuppressive	B-NP	JJ	O	15	NMOD	O
O	O	449	454	drugs	drug	I-NP	NNS	O	13	PMOD	O
O	O	455	459	such	such	B-PP	JJ	O	17	PMOD	O
O	O	460	462	as	as	I-PP	IN	O	15	NMOD	O
O	O	463	474	cyclosporin	cyclosporin	B-NP	NN	O	19	NMOD	O
O	O	475	476	A	A	I-NP	NN	O	24	NMOD	O
O	O	477	478	(	(	O	(	O	22	DEP	O
O	O	478	481	CsA	CsA	B-NP	NN	O	22	DEP	O
O	O	481	482	)	)	O	)	O	19	NMOD	O
O	O	483	486	and	and	O	CC	O	24	NMOD	O
O	O	487	492	FK506	FK506	B-NP	NN	O	17	PMOD	O
O	O	492	493	.	.	O	.	O	11	P	O

O	O	494	501	Earlier	Early	B-NP	JJR	O	2	NMOD	O
O	O	502	509	studies	study	I-NP	NNS	O	10	SUB	O
O	O	510	512	on	on	B-PP	IN	O	2	NMOD	O
O	O	513	516	the	the	B-NP	DT	O	9	NMOD	O
T8	B-Protein	517	519	IL	IL	I-NP	NN	B-DNA	8	NMOD	B-DNA
T8	I-Protein	519	520	-	-	B-NP	HYPH	I-DNA	8	NMOD	I-DNA
T8	I-Protein	520	521	2	2	I-NP	CD	I-DNA	8	NMOD	I-DNA
O	O	522	526	gene	gene	I-NP	NN	I-DNA	9	NMOD	I-DNA
O	O	527	537	expression	expression	I-NP	NN	O	3	PMOD	O
O	O	538	544	showed	show	B-VP	VBD	O	0	ROOT	O
O	O	545	549	that	that	B-SBAR	IN	O	10	VMOD	O
O	O	550	564	overexpression	overexpression	B-NP	NN	O	29	SUB	O
O	O	565	567	of	of	B-PP	IN	O	12	NMOD	O
T27	B-Entity	568	579	calcineurin	calcineurin	B-NP	NN	B-protein	27	NMOD	B-protein
O	O	580	581	(	(	O	(	O	17	DEP	O
T28	B-Entity	581	583	CN	CN	B-NP	NN	B-protein	17	DEP	B-protein
O	O	583	584	)	)	O	)	O	14	NMOD	O
O	O	584	585	,	,	O	,	O	27	P	O
O	O	586	587	a	a	B-NP	DT	O	27	NMOD	O
O	O	588	591	Ca2	Ca2	I-NP	NN	B-protein	27	NMOD	B-protein
O	O	591	592	+	+	B-NP	SYM	O	27	NMOD	O
O	O	592	593	/	/	B-NP	SYM	O	27	NMOD	O
T9	B-Protein	593	603	calmodulin	calmodulin	I-NP	NN	B-protein	27	NMOD	B-protein
O	O	603	604	-	-	B-NP	HYPH	O	27	NMOD	O
O	O	604	613	dependent	dependent	I-NP	JJ	O	27	NMOD	O
O	O	614	621	protein	protein	I-NP	NN	O	27	NMOD	O
O	O	622	633	phosphatase	phosphatase	I-NP	NN	O	13	PMOD	O
O	O	633	634	,	,	O	,	O	12	P	O
O	O	635	638	can	can	B-VP	MD	O	11	SBAR	O
O	O	639	648	stimulate	stimulate	I-VP	VB	O	29	VC	O
O	O	649	662	transcription	transcription	B-NP	NN	O	30	OBJ	O
O	O	663	667	from	from	B-PP	IN	O	31	NMOD	O
O	O	668	671	the	the	B-NP	DT	O	37	NMOD	O
T10	B-Protein	672	674	IL	IL	I-NP	NN	B-DNA	37	NMOD	B-DNA
T10	I-Protein	674	675	-	-	I-NP	HYPH	I-DNA	37	NMOD	I-DNA
T10	I-Protein	675	676	2	2	I-NP	CD	I-DNA	37	NMOD	I-DNA
T29	B-Entity	677	685	promoter	promoter	I-NP	NN	I-DNA	32	PMOD	I-DNA
O	O	686	693	through	through	B-PP	IN	O	30	VMOD	O
O	O	694	697	the	the	B-NP	DT	O	42	NMOD	O
T30	B-Entity	698	700	NF	NF	I-NP	NN	B-protein	42	NMOD	B-protein
T30	I-Entity	700	701	-	-	B-NP	HYPH	I-protein	42	P	I-protein
T30	I-Entity	701	703	AT	AT	I-NP	NN	I-protein	45	NMOD	I-protein
T30	I-Entity	703	704	-	-	B-PP	HYPH	O	45	NMOD	O
T30	I-Entity	704	711	binding	bind	B-NP	VBG	O	45	NMOD	O
T30	I-Entity	712	716	site	site	I-NP	NN	O	38	PMOD	O
O	O	716	717	.	.	O	.	O	10	P	O

O	O	718	720	In	In	B-PP	IN	O	6	VMOD	O
O	O	721	725	this	this	B-NP	DT	O	3	NMOD	O
O	O	726	731	study	study	I-NP	NN	O	1	PMOD	O
O	O	731	732	,	,	O	,	O	6	P	O
O	O	733	735	we	we	B-NP	PRP	O	6	SUB	O
O	O	736	744	obtained	obtain	B-VP	VBD	O	0	ROOT	O
O	O	745	753	evidence	evidence	B-NP	NN	O	6	OBJ	O
O	O	754	758	that	that	B-SBAR	IN	O	7	NMOD	O
O	O	759	771	transfection	transfection	B-NP	NN	O	27	SUB	O
O	O	772	774	of	of	B-PP	IN	O	9	NMOD	O
O	O	775	778	the	the	B-NP	DT	O	12	NMOD	O
T31	B-Entity	779	784	cDNAs	cDNA	I-NP	NNS	B-DNA	10	PMOD	B-DNA
O	O	785	788	for	for	B-PP	IN	O	12	NMOD	O
T11	B-Protein	789	791	CN	CN	B-NP	NN	B-protein	15	NMOD	B-protein
T11	I-Protein	792	793	A	A	I-NP	NN	I-protein	21	NMOD	I-protein
O	O	794	795	(	(	O	(	O	18	DEP	O
O	O	795	804	catalytic	catalytic	B-ADJP	JJ	O	18	DEP	O
O	O	804	805	)	)	O	)	O	15	NMOD	O
O	O	806	809	and	and	O	CC	O	21	NMOD	O
T12	B-Protein	810	812	CN	CN	B-NP	NN	B-protein	21	NMOD	B-protein
T12	I-Protein	813	814	B	B	I-NP	NN	I-protein	25	NMOD	I-protein
O	O	815	816	(	(	O	(	I-protein	24	DEP	I-protein
O	O	816	826	regulatory	regulatory	O	JJ	I-protein	24	DEP	I-protein
O	O	826	827	)	)	O	)	I-protein	21	NMOD	I-protein
O	O	828	836	subunits	subunit	B-NP	NNS	I-protein	13	PMOD	I-protein
O	O	837	841	also	also	B-ADVP	RB	O	27	VMOD	O
O	O	842	850	augments	augment	B-VP	VBZ	O	8	SBAR	O
O	O	851	864	transcription	transcription	B-NP	NN	O	27	OBJ	O
O	O	865	869	from	from	B-PP	IN	O	28	NMOD	O
O	O	870	873	the	the	B-NP	DT	O	34	NMOD	O
T13	B-Protein	874	876	GM	GM	I-NP	NNP	O	34	NMOD	O
T13	I-Protein	876	877	-	-	I-NP	HYPH	O	34	NMOD	O
T13	I-Protein	877	880	CSF	CSF	I-NP	NN	B-DNA	34	NMOD	B-DNA
T32	B-Entity	881	889	promoter	promoter	I-NP	NN	I-DNA	29	PMOD	I-DNA
O	O	890	893	and	and	O	CC	O	27	VMOD	O
O	O	894	902	recovers	recover	B-VP	VBZ	O	27	VMOD	O
O	O	903	906	the	the	B-NP	DT	O	38	NMOD	O
O	O	907	920	transcription	transcription	I-NP	NN	O	36	OBJ	O
O	O	921	930	inhibited	inhibit	B-VP	VBN	O	38	NMOD	O
O	O	931	933	by	by	B-PP	IN	O	39	VMOD	O
O	O	934	937	CsA	CsA	B-NP	NN	O	40	PMOD	O
O	O	937	938	.	.	O	.	O	6	P	O

O	O	939	942	The	The	B-NP	DT	O	4	NMOD	O
O	O	943	957	constitutively	constitutively	I-NP	RB	O	3	AMOD	O
O	O	958	964	active	active	I-NP	JJ	O	4	NMOD	O
O	O	965	969	type	type	I-NP	NN	O	23	SUB	O
O	O	970	972	of	of	B-PP	IN	O	4	NMOD	O
O	O	973	976	the	the	B-NP	DT	O	9	NMOD	O
T14	B-Protein	977	979	CN	CN	I-NP	NN	B-protein	9	NMOD	B-protein
T14	I-Protein	980	981	A	A	I-NP	NN	I-protein	9	NMOD	I-protein
O	O	982	989	subunit	subunit	I-NP	NN	I-protein	5	PMOD	I-protein
O	O	989	990	,	,	O	,	O	9	P	O
O	O	991	996	which	which	B-NP	WDT	O	9	NMOD	O
O	O	997	1002	lacks	lack	B-VP	VBZ	O	11	SBAR	O
O	O	1003	1006	the	the	B-NP	DT	O	21	NMOD	O
T33	B-Entity	1007	1011	auto	auto	I-NP	NN	O	21	NMOD	O
T33	I-Entity	1011	1012	-	-	B-NP	HYPH	O	21	P	O
T33	I-Entity	1012	1022	inhibitory	inhibitory	I-NP	JJ	O	21	NMOD	O
O	O	1023	1026	and	and	I-NP	CC	O	21	NMOD	O
T34	B-Entity	1027	1037	calmodulin	calmodulin	I-NP	NN	B-protein	21	NMOD	B-protein
T34	I-Entity	1037	1038	-	-	O	HYPH	O	21	P	O
T34	I-Entity	1038	1045	binding	bind	B-NP	VBG	O	21	NMOD	O
T34	I-Entity	1046	1053	domains	domain	I-NP	NNS	O	12	OBJ	O
O	O	1053	1054	,	,	O	,	O	4	P	O
O	O	1055	1059	acts	act	B-VP	VBZ	O	0	ROOT	O
O	O	1060	1062	in	in	B-PP	IN	O	23	VMOD	O
O	O	1063	1070	synergy	synergy	B-NP	NN	O	24	PMOD	O
O	O	1071	1075	with	with	B-PP	IN	O	25	NMOD	O
O	O	1076	1079	PMA	PMA	B-NP	NN	O	26	PMOD	O
O	O	1080	1082	to	to	B-VP	TO	O	29	VMOD	O
O	O	1083	1091	activate	activate	I-VP	VB	O	23	VMOD	O
O	O	1092	1105	transcription	transcription	B-NP	NN	O	29	OBJ	O
O	O	1106	1110	from	from	B-PP	IN	O	30	NMOD	O
O	O	1111	1114	the	the	B-NP	DT	O	36	NMOD	O
T15	B-Protein	1115	1117	GM	GM	I-NP	NNP	O	36	NMOD	O
T15	I-Protein	1117	1118	-	-	I-NP	HYPH	O	36	NMOD	O
T15	I-Protein	1118	1121	CSF	CSF	I-NP	NN	B-DNA	36	NMOD	B-DNA
T35	B-Entity	1122	1130	promoter	promoter	I-NP	NN	I-DNA	31	PMOD	I-DNA
O	O	1130	1131	.	.	O	.	O	23	P	O

O	O	1132	1134	We	We	B-NP	PRP	O	3	SUB	O
O	O	1135	1139	also	also	B-ADVP	RB	O	3	VMOD	O
O	O	1140	1145	found	find	B-VP	VBD	O	0	ROOT	O
O	O	1146	1150	that	that	B-SBAR	IN	O	3	VMOD	O
O	O	1151	1154	the	the	B-NP	DT	O	7	NMOD	O
O	O	1155	1161	active	active	I-NP	JJ	O	7	NMOD	O
T36	B-Entity	1162	1164	CN	CN	I-NP	NN	B-protein	9	SUB	B-protein
O	O	1165	1174	partially	partially	B-ADVP	RB	O	9	VMOD	O
O	O	1175	1183	replaces	replace	B-VP	VBZ	O	4	SBAR	O
O	O	1184	1191	calcium	calcium	B-NP	NN	O	11	NMOD	O
O	O	1192	1201	ionophore	ionophore	I-NP	NN	O	9	OBJ	O
O	O	1202	1204	in	in	B-PP	IN	O	9	VMOD	O
O	O	1205	1212	synergy	synergy	B-NP	NN	O	12	PMOD	O
O	O	1213	1217	with	with	B-PP	IN	O	13	NMOD	O
O	O	1218	1221	PMA	PMA	B-NP	NN	O	14	PMOD	O
O	O	1222	1224	to	to	B-VP	TO	O	17	VMOD	O
O	O	1225	1231	induce	induce	I-VP	VB	O	9	VMOD	O
O	O	1232	1242	expression	expression	B-NP	NN	O	17	OBJ	O
O	O	1243	1245	of	of	B-PP	IN	O	18	NMOD	O
O	O	1246	1256	endogenous	endogenous	B-NP	JJ	O	19	PMOD	O
T16	B-Protein	1257	1259	GM	GM	I-NP	NNP	O	26	NMOD	O
T16	I-Protein	1259	1260	-	-	I-NP	HYPH	O	26	NMOD	O
T16	I-Protein	1260	1263	CSF	CSF	I-NP	NN	B-protein	26	NMOD	B-protein
O	O	1264	1267	and	and	I-NP	CC	O	26	NMOD	O
T17	B-Protein	1268	1270	IL	IL	I-NP	NN	B-protein	26	NMOD	B-protein
T17	I-Protein	1270	1271	-	-	B-NP	HYPH	I-protein	20	NMOD	I-protein
T17	I-Protein	1271	1272	2	2	I-NP	CD	I-protein	26	NMOD	I-protein
O	O	1272	1273	.	.	O	.	O	3	P	O

O	O	1274	1276	By	By	B-PP	IN	O	14	VMOD	O
O	O	1277	1290	multimerizing	multimerize	B-VP	VBG	O	1	PMOD	O
O	O	1291	1294	the	the	B-NP	DT	O	5	NMOD	O
T37	B-Entity	1295	1305	regulatory	regulatory	I-NP	JJ	B-DNA	5	NMOD	B-DNA
T37	I-Entity	1306	1314	elements	element	I-NP	NNS	I-DNA	2	OBJ	I-DNA
O	O	1315	1317	of	of	B-PP	IN	O	5	NMOD	O
O	O	1318	1321	the	the	B-NP	DT	O	11	NMOD	O
T18	B-Protein	1322	1324	GM	GM	I-NP	NNP	O	11	NMOD	O
T18	I-Protein	1324	1325	-	-	I-NP	HYPH	O	11	NMOD	O
T18	I-Protein	1325	1328	CSF	CSF	I-NP	NN	B-DNA	11	NMOD	B-DNA
T38	B-Entity	1329	1337	promoter	promoter	I-NP	NN	I-DNA	6	PMOD	I-DNA
O	O	1337	1338	,	,	O	,	O	14	P	O
O	O	1339	1341	we	we	B-NP	PRP	O	14	SUB	O
O	O	1342	1347	found	find	B-VP	VBD	O	0	ROOT	O
O	O	1348	1352	that	that	B-SBAR	IN	O	14	VMOD	O
O	O	1353	1356	one	one	B-NP	CD	O	25	SUB	O
O	O	1357	1359	of	of	B-PP	IN	O	16	NMOD	O
O	O	1360	1363	the	the	B-NP	DT	O	20	NMOD	O
T39	B-Entity	1364	1370	target	target	I-NP	NN	B-DNA	20	NMOD	B-DNA
T39	I-Entity	1371	1376	sites	site	I-NP	NNS	I-DNA	17	PMOD	I-DNA
O	O	1377	1380	for	for	B-PP	IN	O	20	NMOD	O
O	O	1381	1384	the	the	B-NP	DT	O	24	NMOD	O
T40	B-Entity	1385	1387	CN	CN	I-NP	NN	B-protein	24	NMOD	B-protein
O	O	1388	1394	action	action	I-NP	NN	O	21	PMOD	O
O	O	1395	1397	is	be	B-VP	VBZ	O	15	SBAR	O
O	O	1398	1401	the	the	B-NP	DT	O	29	NMOD	O
T41	B-Entity	1402	1411	conserved	conserve	I-NP	VBN	B-DNA	29	NMOD	B-DNA
T41	I-Entity	1412	1422	lymphokine	lymphokine	I-NP	NN	I-DNA	29	NMOD	I-DNA
T41	I-Entity	1423	1430	element	element	I-NP	NN	I-DNA	25	PRD	I-DNA
T41	I-Entity	1431	1432	0	0	I-NP	CD	I-DNA	29	NMOD	I-DNA
O	O	1433	1434	(	(	O	(	O	33	DEP	O
T42	B-Entity	1434	1438	CLE0	CLE0	B-NP	NN	B-DNA	33	DEP	B-DNA
O	O	1438	1439	)	)	O	)	O	29	NMOD	O
O	O	1439	1440	,	,	O	,	O	29	P	O
O	O	1441	1448	located	located	B-ADJP	JJ	O	29	NMOD	O
O	O	1449	1451	at	at	B-PP	IN	O	35	AMOD	O
O	O	1452	1461	positions	position	B-NP	NNS	O	36	PMOD	O
O	O	1462	1469	between	between	B-PP	IN	O	37	NMOD	O
O	O	1470	1471	-	-	B-NP	SYM	B-DNA	42	NMOD	B-DNA
O	O	1471	1473	54	54	I-NP	CD	I-DNA	39	NMOD	I-DNA
O	O	1474	1477	and	and	I-NP	CC	I-DNA	42	NMOD	I-DNA
O	O	1478	1479	-	-	I-NP	SYM	I-DNA	38	PMOD	I-DNA
O	O	1479	1481	40	40	I-NP	CD	I-DNA	42	NMOD	I-DNA
O	O	1481	1482	.	.	O	.	O	14	P	O

O	O	1483	1491	Mobility	Mobility	B-NP	NN	O	3	NMOD	O
O	O	1492	1497	shift	shift	I-NP	NN	O	3	NMOD	O
O	O	1498	1504	assays	assay	I-NP	NNS	O	4	SUB	O
O	O	1505	1511	showed	show	B-VP	VBD	O	0	ROOT	O
O	O	1512	1516	that	that	B-SBAR	IN	O	4	VMOD	O
O	O	1517	1520	the	the	B-NP	DT	O	8	NMOD	O
T43	B-Entity	1521	1525	CLE0	CLE0	I-NP	NN	B-DNA	8	NMOD	B-DNA
O	O	1526	1534	sequence	sequence	I-NP	NN	I-DNA	9	SUB	I-DNA
O	O	1535	1538	has	have	B-VP	VBZ	O	5	SBAR	O
O	O	1539	1541	an	an	B-NP	DT	O	14	NMOD	O
T44,T45	B-Entity,B-Entity	1542	1545	AP1	AP1	I-NP	NN	B-DNA	14	NMOD	B-DNA
T44	I-Entity	1545	1546	-	-	B-PP	HYPH	I-DNA	14	NMOD	I-DNA
T44	I-Entity	1546	1553	binding	bind	B-NP	VBG	I-DNA	14	NMOD	I-DNA
T44	I-Entity	1554	1558	site	site	I-NP	NN	I-DNA	9	OBJ	I-DNA
O	O	1559	1562	and	and	O	CC	O	9	VMOD	O
O	O	1563	1565	is	be	B-VP	VBZ	O	9	VMOD	O
O	O	1566	1576	associated	associate	I-VP	VBN	O	16	VC	O
O	O	1577	1581	with	with	B-PP	IN	O	17	VMOD	O
O	O	1582	1584	an	an	B-NP	DT	O	22	NMOD	O
O	O	1585	1587	NF	NF	I-NP	NN	B-protein	22	NMOD	B-protein
O	O	1587	1588	-	-	B-NP	HYPH	I-protein	22	P	I-protein
O	O	1588	1590	AT	AT	I-NP	NN	I-protein	25	NMOD	I-protein
O	O	1590	1591	-	-	B-NP	HYPH	O	25	NMOD	O
O	O	1591	1595	like	like	I-NP	JJ	O	25	NMOD	O
O	O	1596	1602	factor	factor	I-NP	NN	O	18	PMOD	O
O	O	1602	1603	,	,	O	,	O	25	P	O
O	O	1604	1610	termed	term	B-NP	VBN	O	25	NMOD	O
T19	B-Protein	1611	1613	NF	NF	I-NP	NN	B-protein	31	NMOD	B-protein
T19	I-Protein	1613	1614	-	-	B-NP	HYPH	I-protein	31	NMOD	I-protein
T19	I-Protein	1614	1618	CLE0	CLE0	I-NP	NN	I-protein	31	NMOD	I-protein
T19	I-Protein	1619	1624	gamma	gamma	I-NP	NN	I-protein	27	VMOD	I-protein
O	O	1624	1625	.	.	O	.	O	4	P	O

T20	B-Protein	1626	1628	NF	NF	B-NP	NN	O	5	NMOD	O
T20	I-Protein	1628	1629	-	-	I-NP	HYPH	O	5	NMOD	O
T20	I-Protein	1629	1633	CLE0	CLE0	I-NP	NN	B-DNA	5	NMOD	B-DNA
T20	I-Protein	1634	1639	gamma	gamma	I-NP	NN	O	5	NMOD	O
O	O	1640	1647	binding	binding	I-NP	NN	O	6	SUB	O
O	O	1648	1650	is	be	B-VP	VBZ	O	0	ROOT	O
O	O	1651	1658	induced	induce	I-VP	VBN	O	6	VC	O
O	O	1659	1661	by	by	B-PP	IN	O	7	VMOD	O
O	O	1662	1665	PMA	PMA	B-NP	NN	O	11	NMOD	O
O	O	1665	1666	/	/	B-NP	SYM	O	11	NMOD	O
O	O	1666	1672	A23187	A23187	I-NP	NN	O	8	PMOD	O
O	O	1673	1676	and	and	O	CC	O	6	VMOD	O
O	O	1677	1679	is	be	B-VP	VBZ	O	6	VMOD	O
O	O	1680	1689	inhibited	inhibit	I-VP	VBN	O	13	VC	O
O	O	1690	1692	by	by	B-PP	IN	O	14	VMOD	O
O	O	1693	1702	treatment	treatment	B-NP	NN	O	15	PMOD	O
O	O	1703	1707	with	with	B-PP	IN	O	16	NMOD	O
O	O	1708	1711	CsA	CsA	B-NP	NN	O	17	PMOD	O
O	O	1711	1712	.	.	O	.	O	6	P	O

O	O	1713	1718	These	These	B-NP	DT	O	2	NMOD	O
O	O	1719	1726	results	result	I-NP	NNS	O	3	SUB	O
O	O	1727	1734	suggest	suggest	B-VP	VBP	O	0	ROOT	O
O	O	1735	1739	that	that	B-SBAR	IN	O	23	DEP	O
T46	B-Entity	1740	1742	CN	CN	B-NP	NN	B-protein	6	SUB	B-protein
O	O	1743	1745	is	be	B-VP	VBZ	O	4	SBAR	O
O	O	1746	1754	involved	involve	I-VP	VBN	O	6	VC	O
O	O	1755	1757	in	in	B-PP	IN	O	7	VMOD	O
O	O	1758	1761	the	the	B-NP	DT	O	11	NMOD	O
O	O	1762	1773	coordinated	coordinate	I-NP	VBN	O	11	NMOD	O
O	O	1774	1783	induction	induction	I-NP	NN	O	8	PMOD	O
O	O	1784	1786	of	of	B-PP	IN	O	11	NMOD	O
O	O	1787	1790	the	the	B-NP	DT	O	21	NMOD	O
T21	B-Protein	1791	1793	GM	GM	I-NP	NNP	O	21	NMOD	O
T21	I-Protein	1793	1794	-	-	I-NP	HYPH	O	21	NMOD	O
T21	I-Protein	1794	1797	CSF	CSF	I-NP	NN	B-DNA	21	NMOD	B-DNA
O	O	1798	1801	and	and	I-NP	CC	I-DNA	21	NMOD	I-DNA
T22	B-Protein	1802	1804	IL	IL	I-NP	NN	I-DNA	21	NMOD	I-DNA
T22	I-Protein	1804	1805	-	-	O	HYPH	I-DNA	21	NMOD	I-DNA
T22	I-Protein	1805	1806	2	2	B-NP	CD	I-DNA	21	NMOD	I-DNA
O	O	1807	1812	genes	gene	I-NP	NNS	I-DNA	12	PMOD	I-DNA
O	O	1813	1816	and	and	O	CC	O	23	DEP	O
O	O	1817	1821	that	that	B-SBAR	IN	O	3	VMOD	O
O	O	1822	1825	the	the	B-NP	DT	O	26	NMOD	O
T47	B-Entity	1826	1830	CLE0	CLE0	I-NP	NN	B-DNA	26	NMOD	B-DNA
T47	I-Entity	1831	1839	sequence	sequence	I-NP	NN	I-DNA	33	SUB	I-DNA
O	O	1840	1842	of	of	B-PP	IN	O	26	NMOD	O
O	O	1843	1846	the	the	B-NP	DT	O	32	NMOD	O
T23	B-Protein	1847	1849	GM	GM	I-NP	NNP	O	32	NMOD	O
